0x250f871E3CcaFdE7b5053f321241FD8bB67a54f8,10466593.39
0xB011E572bA36F5F242da31E9f0e0c4CbCa649181,50138.63372
0x65C084B69b7F21aCEFe2c68AA25C67Efd2E10160,800000
0xde3E15e7adD7b2e111988278eDCaB471F6d9c5b5,1038.137852
0x0B83d0C0976b71724054E9F74A471F7d1c7AbDc4,51607.82585
0x205F9744Db1ee7F3509828a1cf2eDCaaE9c66aD8,223167.647
0xd7d60C5DdBc1F2AEE609DF3eFe951c6E3bB0b7c1,106752.9092
0x2D4f248fF1E4EedFaC4aa636A1e7271E44aeE5c1,62966.38957
0x3101aD5791017f61868773D56D56F328dF38F836,107015.2839
0x7BF7CeE586FB1a53a20d1E52681fb322F3A7ebDf,103705.8646
0xAb3e454837bd5E42b2378FD284691a0f9638d49B,126302.2893
0x5c5b6cADe3f45FcA78aac5A9877f1b73c51300e3,1316280.615
0xDB8bcC490d1CA2ae47da5882e8E8DCDD171985Be,432018.9553
0x7C8263E38a6c0168015169A6B6f86EEf1f271d71,66663.86165
0x82BDA08F1e678aDC9bddE0020E1F1D7B7A42425F,114013.845
0xA4683FeB64A19BE9fEAD9388598B49744C2725B1,37737.5129
0x24299996130cfAeE99D5C4c18a9Ad676F2663295,200444.496
0x33bB361fF578fA67a726a39383d430b09F259FD5,127477.2492
0xc494a87A34F90C6CBf423776fDA3c072edB42a65,23039.0935
0xFC7BD09fdF9671a4C6722ad67BB30f562CA52F01,52209
0xca7f3E4Daf3D29dEe46E24024e2DBa8467E401aE,53020.91529
0xc3fA32D3c7ae8E899522fC31d2c9852C5C4F8fc4,11317.77402
0x4d1D98D0a050D09BEb5c56f3D30dF81A56211635,8505.051551
0x762bB46742B0aEE9e2Ecd84DC0D34F90f3c6517E,8166.935368
0x22CEf00C6338Ee7a15cbe5Ff9eAe65C95960C374,60920.09589
0x6704994c55cC8F92F9e12A6BB6d5Ed42C0cb4d0d,113345.4325
0x4bE7C5112a75f07b760b0BA4C64F6fb8A88E1Ba8,46813.10427
0x024D2f5d96Bd4D893d46f054bDAaFA8C4EeCEfd0,137763.51
0x3F0295A450489df1BBCe55B163b3Ca5807dF125A,9333.545503
0xf959579eDf47f166f316Bc03887540D5d80AA302,9765.697101
0x3B1a8F8eCA10065CB5d83bC9A1B43BbF8416Ecc4,179602.1684
0x84942FF5f39e4C32fb3596c06478af36D2E1045D,97884.34636
0x1867601D7E9D5627fAC16cb27EA3b7312BC4A040,107162.2926
0x45ec7AaF83AB1B57556951E9840456111467F800,15005.73045
0xBa03EcA6b692532648c4da21840fB9Af578147A2,50752.32065
0x3bA8FBC1F20E431fA4eb777fE28683653978ce02,165204.4544
0xb55b1C9e556cd2956bDdb24181ae36d731E08bA4,10952.00235
0x0C8C29F7d7b8FB79365be82fDE9A64a4072A9C96,68346.7
0x7461b3cF2f1C34e48F6E06e079faBb6D0730A065,124219.0593
0x8D86De8681Ca90e9d9A0A7b1801FDb3F89D13a0f,76908.70916
0x4C2aA5b415354E0E1f7dDc1993DFf9005007131a,90451.28547
0x6A8EEEE36ceb102AcC06e850B01D168BA7Acad7A,25341.92239
0xD15290A83AB9FDdCAa8fA1fB9F0DcfDf8C02c2DD,296571.2001
0x404c1Aa9E136CBB0F909FF2519838EA44CcD6455,21119.23947
0x2280937C7fE68fedEAB48608d27793cf19A17622,45627.89033
0xb0487bdc8BE66895Eb1508062c73d14Bb18A88Ca,127479.597
0xd79851341ca5333d4288a3b025B27A3C36a34f48,6040.478534
0x1e898214714748FAa2779B5d0B20F908b5aC2eF8,45851.25876
0x87Cc852Bc2174E2aDbA2692Ce93d2003B52b4aE0,673989.7911
0x567a904799011C2edcdf3D21178b6828B009B446,157716.0393
0x838a637bfe39E8BC768C9f9a4D4594BDD0d4eabc,26806.63596
0x79b7c778C1914F4Cfb9A37dE74d1039decb93Bd7,265828.3092
0x382884780b56B630C28b9856Eb5b436ce9731a2e,806927.2443
0x785FEB1721E62E7ec21112cC9eDE455AFA094014,484612.28
0xCD5B3c0C384266EB664F571b44Cd4A10d66A399b,589485.119
0x25d0Cff8C47f33b32192b3ea9824ac1Bc550bD43,72092.04206
0x9700c58e1C6a1e5fcA5Db5f62e477EB182fE3dA4,11856.12436
0x12F4B6bdd718326294FA171605B4CAC8554ea38D,30529.49522
0x93a92c541dfaf1ff14715EBf9e5c5ABDC29888F0,16948.87663
0x575f73ba38E0aE1338532108CfF9aFBFA48B8817,6988.916649
0xa76B0152fE8BC2eC3CbfAC3D3ecee4A397747051,63631.61416
0x9406cdDb7EBB49B0C94519835C35329b9a28Dfae,68020.50768
0xDD713a96CB3D6f1454ec644e8b017B419A0aA1c6,51420.33027
0xDE441345dC89DE523745B131607833F97228A556,400
0xaF9D0ACB28ee760402D774d1f3EcEc8C96C4CB99,32267.14881
0x4daC1dfe2b0e40a323B63d43cD3B988E171DD203,402428.4937
0xd305a0857B26B4FF22fBc9d25b3AE74aaCF51AD9,12657.46567
0xd1a6975e66a764B6F13154c16251411F8a34EdBb,169099.1589
0xB52feeFaef52003aF87B08EcF966EE441bddB0D2,69272.24519
0xf1Ad430448dd9F129D346dDf2077FD3f3675BE56,218364.1328
0x9c00833CBA0159f36B5B08a36d2678621D6e86CB,9369.890867
0x18436468c2a6A717667D68ddeD502772709d57c5,23705.45253
0x489f8ea35e976Ebd9B6FD602f3c3B5c279Ad8d51,5460
0x63F604afe0cAf4092F0802D85FCC83Ea968B669C,4000.001745
0xd30391E21741C54c32987bCfcA3D880E6D261Cb0,83500.17348
0x1FeaAA768B417940bd60d420F86B466168d50Ac6,29309.93366
0x10B58a85E6e170A0b50217f0E68bf4e466273d3F,14098.9801
0x73e5d2F260e42c42727dC059aC0dF6b59d31053B,6041.828233
0xf771fEF1726205D1A9E0Fe7A3Dff5e4DA1a9a7Bc,98225.31024
0x4bc3a8909572673F652411C2e3E3Fb73b328E5b4,25704.46808
0x09A8FDcbc251c5A65e2517232bCd059A3bc387dB,52333
0x1579FbcfbF824b36e59D1cBFeBcAd14795c396Ad,126920.7672
0xfcA1188561350B905B3b0406Da843318beeE3f49,100428.7005
0x60792Be8aa72697ADD81EA11FDc4b0A0a566E357,33714.77187
0xfc0ac081405AD9B335d6A2d5a0812a4959Ad4372,13020.67027
0x3B722bfB1c27B1Edc6C9C2e057c590a9ee57B2b0,65030.35077
0x1D417fd6C173ed57E7B952Fb0A2Cc285DB7FAEcF,103607.2855
0x7115F4f79d457cAa128d9aB6118eEeb3496F3D93,10975.61762
0x48c91a41c56f475895Ae25FfbF4D0ED0770B959a,19110.21399
0x0Ccac419213085CC6Eae9E0121257F9A16f826eF,40230.00764
0x3021A59F56cAe360183C40965D7059a4a73A7Ba7,9247.192849
0x29aC1C28f315bC3B257F6EaCd0bcff1769aF1fBc,2010960.874
0xe9786eC74D5eEf385d24a9106445cbA95d16CaF3,1014743.719
0x4c28ADc6C6b6Ec102981b935eBbE7a0406c191c2,27837.66646
0xD8631302F7210EBeF4F97c1a4A7aaD799ce199D7,28130.71157
0x9CB6247bF9e22da514b1b32aCAE28C560C73d848,9163.921425
0x979690bD32044dFDE62eAB2eba688466ab955250,55144.14605
0x16030796BA82679369DE2f90182dfC60931B1a61,25027.3247
0x74809682C8AeAf56eBb6384E86A5A6Fc972E72DF,33161.6098
0x5fCF316bb2A86F9444633BF5aDb1531FBdCAB669,9957.526343
0xe986183b0ED3ab6Aef1F1Ce123078Ca779918346,6982.931478
0xdc030A2B5Fa85Ce1d21558F0a2ba6f3823E1BbF4,9337
0x4Db0B351BBeC013DAf656196186E65E30c548658,323513.7114
0xF78d4b28C975353aA6aE45c31471e8Ca8da0BA35,640794.7835
0xb8e7e3468A2E1dCaEe4F44d063f1ed7f8f515b4B,1003.492713
0x28AB47eC46aFB65e33F0146ae6827ca83722fc71,22997.74443
0x0aaf38602F6f5778ddd5f4781592B9574d5Fbb7E,10033.70713
0x170CE88506eE01d6AEbB6EE267C550df7A6d4320,536376.8297
0xA1758d337343856036858aC32216d7c72be580Cc,24473.97012
0x124961357C93C0a439AF89EF965753864dd75B83,3009.238452
0x905CEc10169d028491bbf7246879585ca99a3671,50259.92945
0x777C56Be140a3a01bb8DC9359751a0Eb2b73B4f5,300637.7423
0xD108ad49061eD3eeDF12b4Ef882ffFf4D8Db65BA,8542.286153
0xd8dB81216D8cf1236d36B4A1c328Fbd5CB2bD1e7,327589.637
0x00c0C72A1d45Bb3704A9358282EeC06746447778,8190.187896
0xC8a8Cd6279d5B8Ae3F4423C8aF6C521531C13FBB,77092.3193
0x0bdb5Acd95702b7Ac758d5D699EEafDF9C394A79,7613.009159
0x5FA5bfdfA5Fff509B09767D1a9803ec060647C96,47367.66293
0x4AE954a1B93Ae9067A06C7d568A7545f03a1EF47,4795.583124
0x0957e08CDbBc0e99Ad1B2874A88Af2133b5a4d42,50.06375313
0x2c7BDdb798218285d6bFF529908eC8dA2E6E6386,44150.89098